Summary level,Program label,Program,Sub-program,Name,Code,Subsidized units available,% Occupied,# Reported,% Reported,Average months since report,% moved in past year,Number of people per unit,Number of people: total,Average Family Expenditure per month ($$),Average HUD Expenditure per month ($$),Household income per year,Household income per year per person,"% $1 - $4,999","% $5,000 - $9,999","% $10,000 - $14,999","% $15,000 - $19,999","% $20,000 or more",% Households where wages are major source of income,% Households where welfare is major source of income,% Households with other major sources of income,% of local median (Household income),% very low income,% extremely low income,% 2+ adults with children,% 1 adult with children,% female head,% female head with children,"% with disability, among Head, Spouse, Co-head, aged 61 years or less","% with disability, among Head, Spouse, Co-head, aged 62 years or older","% with disability, among all persons in households",% 24 years or less (Head or spouse),% 25 to 49 years (Head or spouse),% 51 to 60 (Head or spouse),% 62 or more (Head or spouse),% 85 or more (Head or spouse),% Minority,%Black Non-Hispanic, %Black Hispanic,%Native American Non-Hispanic,%Asian or Pacific Islander Non-Hispanic,% Hispanic,Average months on waiting list,Average months since moved in,% with utility allowance,Average utility allowance $$,% 0 - 1 bedrooms:,% 2 bedrooms,% 3+ bedrooms,% Overhoused,% in poverty (Census tract),% minority (Census tract),% single family owners (Census tract),Congressional District,CBSA,PLACE,Latitude,Longitude,State,PHA Total Units,HA category,%White Hispanic,%White Non-Hispanic,% Multiple Race,%Other Hispanic
7,Summary of All HUD Programs,1,NA,NC North Carolina Cumberland County 003501,37051003501,104,90,92,98,7,13,2.4,222,323,1167,13744,5696,23,13,30,13,23,39,-1,57,24,84,73,4,54,85,53,12,44,9,3,60,17,20,1,84,50,-1,2,2,29,6,86,100,94,27,35,38,10,24,74,40,NA,22180,64180,NA,NA,NC,NA,NA,18,11,7,11
7,Summary of All HUD Programs,1,NA,NC North Carolina Cumberland County 003502,37051003502,13,92,12,100,5,25,1.7,20,402,833,15952,9571,-1,8,50,17,25,33,-1,67,29,100,58,-1,17,75,17,71,80,60,-1,17,42,42,-1,92,92,-1,-1,-1,0,13,170,100,172,17,42,42,67,12,78,47,NA,22180,64180,NA,NA,NC,NA,NA,-1,8,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Cumberland County 003601,37051003601,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,22180,64180,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Cumberland County 003602,37051003602,16,92,15,100,5,13,3,45,415,859,16728,5576,13,13,7,33,33,47,-1,53,27,93,60,-1,47,93,47,31,100,20,7,60,20,13,-1,93,87,-1,-1,-1,7,8,65,100,188,-1,40,60,27,30,70,81,NA,22180,64180,NA,NA,NC,NA,NA,7,7,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Cumberland County 003700,37051003700,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,22180,99999,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Cumberland County 003800,37051003800,214,93,198,99,6,25,2.2,434,233,718,9479,4324,23,13,41,8,16,20,-1,61,17,98,83,1,52,89,51,24,52,15,12,47,16,25,1,93,89,1,1,1,2,11,82,75,142,20,41,39,30,34,83,56,NA,22180,22920,NA,NA,NC,NA,NA,2,5,3,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Cumberland County 980100,37051980100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NC,NA,NA,-1,-1,-1,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Cumberland County 980200,37051980200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NC,NA,NA,-1,-1,-1,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Cumberland County 999999,37051999999,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,22180,22920,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Currituck County 110101,37053110101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NC,NA,NA,-1,-1,-1,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Currituck County 110102,37053110102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NC,NA,NA,-1,-1,-1,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Currituck County 110201,37053110201,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,47260,45460,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Currituck County 110202,37053110202,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,47260,45460,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Currituck County 110301,37053110301,22,73,15,95,7,-1,2.4,36,334,534,14489,6037,20,13,33,13,20,27,-1,73,18,100,87,-1,40,93,40,31,100,22,-1,53,33,13,-1,53,47,-1,-1,-1,7,-1,104,100,175,-1,20,80,67,9,14,86,NA,47260,99999,NA,NA,NC,NA,NA,7,47,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Currituck County 110302,37053110302,69,73,48,95,6,6,2.3,112,420,534,18412,7891,13,10,29,17,31,31,-1,67,23,94,79,2,52,83,50,22,63,18,-1,54,13,33,-1,56,54,-1,-1,2,0,7,85,100,174,-1,31,69,56,12,21,77,NA,47260,13500,NA,NA,NC,NA,NA,-1,44,6,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Currituck County 110401,37053110401,28,76,20,96,7,5,2.3,45,423,474,16611,7383,-1,10,40,20,30,40,-1,60,21,100,95,-1,50,80,50,29,67,20,-1,65,5,30,5,35,25,-1,-1,-1,10,8,114,85,171,15,15,70,45,8,14,72,NA,47260,27400,NA,NA,NC,NA,NA,10,65,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Currituck County 110403,37053110403,30,73,21,95,7,14,2.7,56,598,534,24273,9102,5,10,14,19,52,62,-1,38,29,95,57,-1,76,100,76,16,50,9,5,76,10,10,-1,43,33,-1,-1,5,5,8,97,100,138,-1,38,62,29,15,20,81,NA,47260,99999,NA,NA,NC,NA,NA,5,57,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Currituck County 110404,37053110404,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,47260,27400,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Currituck County 990100,37053990100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NC,NA,NA,-1,-1,-1,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Currituck County 999999,37053999999,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,47260,27400,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Dare County 970101,37055970101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NC,NA,NA,-1,-1,-1,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Dare County 970102,37055970102,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,28620,36060,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Dare County 970200,37055970200,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,28620,35720,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Dare County 970301,37055970301,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,28620,99999,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Dare County 970302,37055970302,14,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,28620,99999,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Dare County 970400,37055970400,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,28620,45880,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Dare County 970501,37055970501,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NC,NA,NA,-1,-1,-1,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Dare County 970502,37055970502,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,28620,02780,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Dare County 970601,37055970601,20,89,19,100,7,26,1.2,23,325,473,14181,11715,-1,5,74,11,11,5,-1,95,24,95,89,-1,5,68,5,86,17,35,-1,37,-1,63,5,21,21,-1,-1,-1,0,-1,85,68,105,84,16,-1,11,10,25,63,NA,28620,41060,NA,NA,NC,NA,NA,-1,79,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Dare County 970602,37055970602,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,28620,70920,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Dare County 990100,37055990100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NC,NA,NA,-1,-1,-1,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Dare County 990200,37055990200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NC,NA,NA,-1,-1,-1,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Dare County 999999,37055999999,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,28620,09400,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Davidson County 060101,37057060101,22,69,17,100,6,35,1.7,29,511,759,20060,11759,-1,-1,44,13,44,41,-1,53,38,76,41,-1,35,82,35,38,50,24,18,35,24,24,-1,82,76,-1,-1,-1,6,37,70,100,167,24,76,-1,29,14,40,54,NA,49180,31400,NA,NA,NC,NA,NA,6,18,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Davidson County 060103,37057060103,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,49180,99999,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Davidson County 060104,37057060104,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NC,NA,NA,-1,-1,-1,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Davidson County 060201,37057060201,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,49180,42860,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Davidson County 060202,37057060202,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,49180,99999,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Davidson County 060203,37057060203,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,49180,42860,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Davidson County 060301,37057060301,36,78,29,100,4,3,1.7,50,325,528,13657,7921,4,12,42,23,19,10,-1,79,27,93,62,-1,24,93,24,33,59,28,-1,34,7,59,-1,76,76,-1,-1,-1,0,-1,49,100,112,31,45,24,41,9,13,81,NA,49180,99999,NA,NA,NC,NA,NA,-1,24,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Davidson County 060302,37057060302,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,49180,99999,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Davidson County 060303,37057060303,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,49180,99999,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Davidson County 060304,37057060304,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,49180,99999,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Davidson County 060400,37057060400,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,49180,71760,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Davidson County 060500,37057060500,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,49180,99999,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Davidson County 060601,37057060601,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,49180,67420,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Davidson County 060602,37057060602,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,49180,99999,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Davidson County 060700,37057060700,88,67,59,100,5,8,1.7,99,351,482,14824,8835,9,4,51,23,14,17,-1,80,28,93,66,-1,27,83,27,56,75,39,5,41,27,27,3,76,76,-1,-1,-1,0,39,105,100,139,25,51,24,42,12,61,81,NA,49180,67420,NA,NA,NC,NA,NA,-1,24,2,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Davidson County 060800,37057060800,315,89,286,100,6,21,2.5,715,279,704,12205,4882,26,12,28,12,23,30,12,48,21,92,71,2,69,92,68,12,22,7,17,55,10,18,1,68,61,0,1,-1,6,31,52,100,85,19,33,49,11,34,61,67,NA,49180,67420,NA,NA,NC,NA,NA,4,32,2,2
7,Summary of All HUD Programs,1,NA,NC North Carolina Davidson County 060900,37057060900,16,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,49180,67420,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Davidson County 061000,37057061000,148,92,137,100,8,13,1.6,222,360,719,15292,9437,3,8,45,18,26,14,-1,82,31,91,56,-1,23,82,23,42,34,27,4,23,17,56,1,65,61,1,-1,-1,4,11,99,55,68,53,29,18,21,17,45,71,NA,49180,67420,NA,NA,NC,NA,NA,3,35,1,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Davidson County 061101,37057061101,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,49180,67420,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Davidson County 061102,37057061102,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,49180,67420,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Davidson County 061202,37057061202,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,49180,99999,NA,NA,NC,NA,NA,-4,-4,-4,-4
7,Summary of All HUD Programs,1,NA,NC North Carolina Davidson County 061203,37057061203,143,87,126,100,6,13,1.2,152,346,468,14527,12042,3,3,52,30,12,6,-1,94,30,98,59,-1,10,82,10,67,48,45,-1,13,17,69,5,42,38,-1,2,1,1,23,89,38,139,65,26,9,25,13,44,54,NA,49180,38060,NA,NA,NC,NA,NA,1,53,1,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Davidson County 061204,37057061204,24,85,21,100,5,5,1.5,31,307,511,12002,8131,14,10,52,14,10,14,5,81,24,95,71,-1,24,86,24,50,36,29,-1,19,29,52,-1,38,33,-1,-1,5,0,74,108,62,181,43,29,29,43,27,40,75,NA,49180,38060,NA,NA,NC,NA,NA,-1,62,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Davidson County 061300,37057061300,61,85,53,100,6,8,1.3,70,396,484,16637,12597,6,2,47,28,17,11,-1,89,32,96,49,-1,13,70,9,53,42,36,-1,21,11,68,2,36,30,-1,4,-1,2,71,91,47,163,66,21,13,17,26,39,68,NA,49180,38060,NA,NA,NC,NA,NA,2,64,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Davidson County 061400,37057061400,273,80,217,99,4,10,2.2,472,320,553,13502,6207,18,7,39,16,21,20,1,73,24,95,67,1,48,86,46,27,51,19,5,50,13,32,2,71,66,0,1,1,3,49,84,11,183,31,37,32,18,36,65,60,NA,49180,38060,NA,NA,NC,NA,NA,1,29,1,1
7,Summary of All HUD Programs,1,NA,NC North Carolina Davidson County 061501,37057061501,244,78,196,100,3,9,2.6,502,317,525,12747,4977,16,6,41,19,18,19,-1,72,23,97,73,2,49,89,49,29,70,19,3,54,16,27,3,79,72,1,2,2,4,22,101,39,164,12,46,42,27,27,70,64,NA,49180,38060,NA,NA,NC,NA,NA,3,21,4,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Davidson County 061502,37057061502,31,78,25,100,7,4,1,26,310,528,12556,12074,4,-1,80,16,-1,-1,-1,100,26,100,84,-1,-1,52,-1,91,86,88,-1,16,28,56,4,24,20,-1,-1,-1,4,16,115,100,111,88,12,-1,12,12,24,90,NA,49180,38060,NA,NA,NC,NA,NA,4,76,0,-1
7,Summary of All HUD Programs,1,NA,NC North Carolina Davidson County 061600,37057061600,74,75,58,100,3,9,2.3,135,256,491,10452,4490,22,12,35,16,14,21,-1,64,19,98,76,3,50,84,52,24,62,16,10,48,19,22,-1,59,52,2,-1,-1,7,-1,90,28,167,14,52,34,28,30,48,63,NA,49180,38060,NA,NA,NC,NA,NA,5,41,2,-1
